date,home_team,away_team,home_score,away_score,tournament,country,neutral,outcome
2022-06-03,Turks and Caicos Islands,Bonaire,1,4,CONCACAF Nations League C,Turks and Caicos Islands,False,Away Win
2022-06-03,Kazakhstan,Azerbaijan,2,0,European Nations League C,Kazakhstan,False,Home Win
2022-06-03,Liechtenstein,Moldova,0,2,European Nations League D,Liechtenstein,False,Away Win
2022-06-03,Slovakia,Belarus,1,0,European Nations League C,Serbia,True,Home Win
2022-06-03,Latvia,Andorra,3,0,European Nations League D,Latvia,False,Home Win
2022-06-03,France,Denmark,1,2,European Nations League A,France,False,Away Win
2022-06-03,Belgium,Netherlands,1,4,European Nations League A,Belgium,False,Away Win
2022-06-03,Croatia,Austria,0,3,European Nations League A,Croatia,False,Away Win
2022-06-03,Sint Maarten,US Virgin Islands,1,1,CONCACAF Nations League C,Curaçao,True,Draw
2022-06-03,Curaçao,Honduras,0,1,CONCACAF Nations League A,Curaçao,False,Away Win
2022-06-03,Bahamas,St Vincent & Grenadines,1,0,CONCACAF Nations League B,Bahamas,False,Home Win
2022-06-03,Ivory Coast,Zambia,3,1,African Nations Cup qualifier,Ivory Coast,False,Home Win
2022-06-03,Togo,Eswatini,2,2,African Nations Cup qualifier,Togo,False,Draw
2022-06-03,Burkina Faso,Cape Verde,2,0,African Nations Cup qualifier,Morocco,True,Home Win
2022-06-03,Oman,Nepal,2,0,Friendly,Qatar,True,Home Win
2022-06-03,Aruba,Saint Martin,0,0,CONCACAF Nations League C,Anguilla,True,Draw
2022-06-03,British Virgin Islands,Cayman Islands,1,1,CONCACAF Nations League C,British Virgin Islands,False,Draw
2022-06-03,Nicaragua,Trinidad and Tobago,2,1,CONCACAF Nations League B,Nicaragua,False,Home Win
2022-06-03,Comoros,Lesotho,2,0,African Nations Cup qualifier,Comoros,False,Home Win
2022-06-04,Suriname,Jamaica,1,1,CONCACAF Nations League A,Suriname,False,Draw
2022-06-04,Armenia,Ireland,1,0,European Nations League B,Armenia,False,Home Win
2022-06-04,Turkey,Faroe Islands,4,0,European Nations League C,Turkey,False,Home Win
2022-06-04,Montenegro,Romania,2,0,European Nations League B,Montenegro,False,Home Win
2022-06-04,Lithuania,Luxembourg,0,2,European Nations League C,Lithuania,False,Away Win
2022-06-04,Finland,Bosnia and Herzegovina,1,1,European Nations League B,Finland,False,Draw
2022-06-04,Italy,Germany,1,1,European Nations League A,Italy,False,Draw
2022-06-04,Hungary,England,1,0,European Nations League A,Hungary,False,Home Win
2022-06-04,Bermuda,Haiti,0,0,CONCACAF Nations League B,Bermuda,False,Draw
2022-06-04,Guyana,Montserrat,2,1,CONCACAF Nations League B,Dominican Republic,True,Home Win
2022-06-04,Mali,Congo,4,0,African Nations Cup qualifier,Mali,False,Home Win
2022-06-04,Senegal,Benin,3,1,African Nations Cup qualifier,Senegal,False,Home Win
2022-06-04,Mauritania,Sudan,3,0,African Nations Cup qualifier,Mauritania,False,Home Win
2022-06-04,Burundi,Namibia,1,1,African Nations Cup qualifier,South Africa,True,Draw
2022-06-04,Gambia,South Sudan,1,0,African Nations Cup qualifier,Senegal,True,Home Win
2022-06-04,DR Congo,Gabon,0,1,African Nations Cup qualifier,DR Congo,False,Away Win
2022-06-04,Niger,Tanzania,1,1,African Nations Cup qualifier,Benin,True,Draw
2022-06-04,Algeria,Uganda,2,0,African Nations Cup qualifier,Algeria,False,Home Win
2022-06-04,El Salvador,Grenada,3,1,CONCACAF Nations League A,El Salvador,False,Home Win
2022-06-05,Peru,New Zealand,1,0,Friendly,Spain,True,Home Win
2022-06-05,Wales,Ukraine,1,0,World Cup qualifier,Wales,False,Home Win
2022-06-05,Cyprus,Northern Ireland,0,0,European Nations League C,Cyprus,False,Draw
2022-06-05,Portugal,Switzerland,4,0,European Nations League A,Portugal,False,Home Win
2022-06-05,Sweden,Norway,1,2,European Nations League B,Sweden,False,Away Win
2022-06-05,Serbia,Slovenia,4,1,European Nations League B,Serbia,False,Home Win
2022-06-05,Bulgaria,Georgia,2,5,European Nations League C,Bulgaria,False,Away Win
2022-06-05,Kosovo,Greece,0,1,European Nations League C,Kosovo,False,Away Win
2022-06-05,Gibraltar,North Macedonia,0,2,European Nations League C,Gibraltar,False,Away Win
2022-06-05,San Marino,Malta,0,2,European Nations League D,San Marino,False,Away Win
2022-06-05,Argentina,Estonia,5,0,Friendly,Spain,True,Home Win
2022-06-05,Czechia,Spain,2,2,European Nations League A,Czechia,False,Draw
2022-06-05,Dominican Republic,French Guiana,2,3,CONCACAF Nations League B,Dominican Republic,False,Away Win
2022-06-05,Madagascar,Angola,1,1,African Nations Cup qualifier,Madagascar,False,Draw
2022-06-05,Anguilla,Dominica,1,1,CONCACAF Nations League C,Saint Kitts and Nevis,True,Draw
2022-06-05,Colombia,Saudi Arabia,1,0,Friendly,Spain,True,Home Win
2022-06-05,Antigua and Barbuda,Guadeloupe,1,0,CONCACAF Nations League B,Saint Kitts and Nevis,True,Home Win
2022-06-05,Malawi,Ethiopia,2,1,African Nations Cup qualifier,Malawi,False,Home Win
2022-06-05,Central African Republic,Ghana,1,1,African Nations Cup qualifier,Angola,True,Draw
2022-06-05,Botswana,Tunisia,0,0,African Nations Cup qualifier,Botswana,False,Draw
2022-06-05,Egypt,Guinea,1,0,African Nations Cup qualifier,Egypt,False,Home Win
2022-06-05,Costa Rica,Martinique,2,0,CONCACAF Nations League A,Costa Rica,False,Home Win
2022-06-05,Guatemala,Belize,2,0,CONCACAF Nations League B,Guatemala,False,Home Win
2022-06-05,Ecuador,Mexico,0,0,Friendly,United States,True,Draw
2022-06-05,Cuba,Barbados,3,0,CONCACAF Nations League B,Cuba,False,Home Win
2022-06-05,United States,Uruguay,0,0,Friendly,United States,False,Draw
2022-06-06,Austria,Denmark,1,2,European Nations League A,Austria,False,Away Win
2022-06-06,Andorra,Moldova,0,0,European Nations League D,Andorra,False,Draw
2022-06-06,Iceland,Albania,1,1,European Nations League B,Iceland,False,Draw
2022-06-06,Slovakia,Kazakhstan,0,1,European Nations League C,Slovakia,False,Away Win
2022-06-06,Azerbaijan,Belarus,0,0,European Nations League C,Serbia,True,Draw
2022-06-06,Latvia,Liechtenstein,1,0,European Nations League D,Latvia,False,Home Win
2022-06-06,Croatia,France,1,1,European Nations League A,Croatia,False,Draw
2022-06-06,US Virgin Islands,Turks and Caicos Islands,3,2,CONCACAF Nations League C,US Virgin Islands,False,Home Win
2022-06-06,Equatorial Guinea,Libya,2,0,African Nations Cup qualifier,Equatorial Guinea,False,Home Win
2022-06-06,Cayman Islands,British Virgin Islands,1,1,CONCACAF Nations League C,Cayman Islands,False,Draw
2022-06-06,Japan,Brazil,0,1,Friendly,Japan,False,Away Win
2022-06-06,South Korea,Chile,2,0,Friendly,South Korea,False,Home Win
2022-06-06,Aruba,Saint Martin,3,0,CONCACAF Nations League C,Curaçao,True,Home Win
2022-06-06,Bonaire,Sint Maarten,2,2,CONCACAF Nations League C,Curaçao,True,Draw
2022-06-06,Trinidad and Tobago,Bahamas,1,0,CONCACAF Nations League B,Trinidad and Tobago,False,Home Win
2022-06-06,St Vincent & Grenadines,Nicaragua,2,2,CONCACAF Nations League B,St Vincent & Grenadines,False,Draw
2022-06-06,Honduras,Curaçao,1,2,CONCACAF Nations League A,Honduras,False,Away Win
2022-06-07,Finland,Montenegro,2,0,European Nations League B,Finland,False,Home Win
2022-06-07,Lithuania,Turkey,0,6,European Nations League C,Lithuania,False,Away Win
2022-06-07,Bosnia and Herzegovina,Romania,1,0,European Nations League B,Bosnia and Herzegovina,False,Home Win
2022-06-07,Faroe Islands,Luxembourg,0,1,European Nations League C,Faroe Islands,False,Away Win
2022-06-07,Italy,Hungary,2,1,European Nations League A,Italy,False,Home Win
2022-06-07,Germany,England,1,1,European Nations League A,Germany,False,Draw
2022-06-07,Guyana,Bermuda,2,1,CONCACAF Nations League B,Guyana,False,Home Win
2022-06-07,Jamaica,Suriname,3,1,CONCACAF Nations League A,Jamaica,False,Home Win
2022-06-07,Haiti,Montserrat,3,2,CONCACAF Nations League B,Dominican Republic,True,Home Win
2022-06-07,Grenada,El Salvador,2,2,CONCACAF Nations League A,Grenada,False,Draw
2022-06-07,Senegal,Rwanda,1,0,African Nations Cup qualifier,Senegal,False,Home Win
2022-06-07,Burkina Faso,Eswatini,3,1,African Nations Cup qualifier,South Africa,True,Home Win
2022-06-07,Cape Verde,Togo,2,0,African Nations Cup qualifier,Morocco,True,Home Win
2022-06-07,Zambia,Comoros,2,1,African Nations Cup qualifier,Zambia,False,Home Win
2022-06-07,Australia,United Arab Emirates,2,1,World Cup qualifier,Qatar,True,Home Win
2022-06-08,Sudan,DR Congo,2,1,African Nations Cup qualifier,Sudan,False,Home Win
2022-06-08,Congo,Gambia,1,0,African Nations Cup qualifier,Congo,False,Home Win
2022-06-08,Benin,Mozambique,0,1,African Nations Cup qualifier,Benin,False,Away Win
2022-06-08,Gabon,Mauritania,0,0,African Nations Cup qualifier,Gabon,False,Draw
2022-06-08,Malaysia,Turkmenistan,3,1,Asian Cup qualifier,Malaysia,False,Home Win
2022-06-08,Wales,Netherlands,1,2,European Nations League A,Wales,False,Away Win
2022-06-08,Belgium,Poland,6,1,European Nations League A,Belgium,False,Home Win
2022-06-08,Ireland,Ukraine,0,1,European Nations League B,Ireland,False,Away Win
2022-06-08,Tanzania,Algeria,0,2,African Nations Cup qualifier,Tanzania,False,Away Win
2022-06-08,Scotland,Armenia,2,0,European Nations League B,Scotland,False,Home Win
2022-06-08,Uganda,Niger,1,1,African Nations Cup qualifier,Uganda,False,Draw
2022-06-08,Uzbekistan,Sri Lanka,3,0,Asian Cup qualifier,Uzbekistan,False,Home Win
2022-06-08,Jordan,Nepal,2,0,Asian Cup qualifier,Kuwait,True,Home Win
2022-06-08,Thailand,Maldives,3,0,Asian Cup qualifier,Uzbekistan,True,Home Win
2022-06-08,Kyrgyzstan,Singapore,2,1,Asian Cup qualifier,Kyrgyzstan,False,Home Win
2022-06-08,Tajikistan,Myanmar,4,0,Asian Cup qualifier,Kyrgyzstan,True,Home Win
2022-06-08,Mongolia,Palestine,0,1,Asian Cup qualifier,Mongolia,False,Away Win
2022-06-08,Hong Kong,Afghanistan,2,1,Asian Cup qualifier,India,True,Home Win
2022-06-08,India,Cambodia,2,0,Asian Cup qualifier,India,False,Home Win
2022-06-08,Kuwait,Indonesia,1,2,Asian Cup qualifier,Kuwait,False,Away Win
2022-06-08,Philippines,Yemen,0,0,Asian Cup qualifier,Mongolia,True,Draw
2022-06-08,Bahrain,Bangladesh,2,0,Asian Cup qualifier,Malaysia,True,Home Win
2022-06-09,Cuba,Antigua and Barbuda,2,0,CONCACAF Nations League B,Saint Kitts and Nevis,True,Home Win
2022-06-09,Belize,French Guiana,1,1,CONCACAF Nations League B,Belize,False,Draw
2022-06-09,Cayman Islands,Puerto Rico,0,3,CONCACAF Nations League C,Cayman Islands,False,Away Win
2022-06-09,Kosovo,Northern Ireland,3,2,European Nations League C,Kosovo,False,Home Win
2022-06-09,Switzerland,Spain,0,1,European Nations League A,Switzerland,False,Away Win
2022-06-09,Sweden,Serbia,0,1,European Nations League B,Sweden,False,Away Win
2022-06-09,Greece,Cyprus,3,0,European Nations League C,Greece,False,Home Win
2022-06-09,Malta,Estonia,1,2,European Nations League D,Malta,False,Away Win
2022-06-09,Portugal,Czechia,2,0,European Nations League A,Portugal,False,Home Win
2022-06-09,Gibraltar,Bulgaria,1,1,European Nations League C,Gibraltar,False,Draw
2022-06-09,San Marino,Iceland,0,1,Friendly,San Marino,False,Away Win
2022-06-09,Dominica,Saint Lucia,0,1,CONCACAF Nations League C,Dominica,False,Away Win
2022-06-09,Norway,Slovenia,0,0,European Nations League B,Norway,False,Draw
2022-06-09,North Macedonia,Georgia,0,3,European Nations League C,North Macedonia,False,Away Win
2022-06-09,Panama,Martinique,5,0,CONCACAF Nations League A,Panama,False,Home Win
2022-06-09,Aruba,Saint Kitts and Nevis,2,3,CONCACAF Nations League C,Curaçao,True,Away Win
2022-06-09,Barbados,Guadeloupe,0,1,CONCACAF Nations League B,Saint Lucia,True,Away Win
2022-06-09,Venezuela,Saudi Arabia,1,0,Friendly,Spain,True,Home Win
2022-06-09,New Zealand,Oman,0,0,Friendly,Qatar,True,Draw
2022-06-09,Morocco,South Africa,2,1,African Nations Cup qualifier,Morocco,False,Home Win
2022-06-09,Nigeria,Sierra Leone,2,1,African Nations Cup qualifier,Nigeria,False,Home Win
2022-06-09,Ethiopia,Egypt,2,0,African Nations Cup qualifier,Malawi,True,Home Win
2022-06-09,Cameroon,Burundi,1,0,African Nations Cup qualifier,Tanzania,True,Home Win
2022-06-09,Guinea,Malawi,1,0,African Nations Cup qualifier,Guinea,False,Home Win
2022-06-09,Mali,South Sudan,3,1,African Nations Cup qualifier,Uganda,True,Home Win
2022-06-09,Ivory Coast,Lesotho,0,0,African Nations Cup qualifier,South Africa,True,Draw
2022-06-09,Canada,Curaçao,4,0,CONCACAF Nations League A,Canada,False,Home Win
2022-06-09,Guinea-Bissau,São Tomé and Príncipe,5,1,African Nations Cup qualifier,Morocco,True,Home Win
2022-06-10,Moldova,Latvia,2,4,European Nations League D,Moldova,False,Away Win
2022-06-10,Andorra,Liechtenstein,2,1,European Nations League D,Andorra,False,Home Win
2022-06-10,Azerbaijan,Slovakia,0,1,European Nations League C,Azerbaijan,False,Away Win
2022-06-10,Albania,Israel,1,2,European Nations League B,Albania,False,Away Win
2022-06-10,Belarus,Kazakhstan,1,1,European Nations League C,Serbia,True,Draw
2022-06-10,Denmark,Croatia,0,1,European Nations League A,Denmark,False,Away Win
2022-06-10,Austria,France,1,1,European Nations League A,Austria,False,Draw
2022-06-10,St Vincent & Grenadines,Trinidad and Tobago,0,2,CONCACAF Nations League B,St Vincent & Grenadines,False,Away Win
2022-06-10,Dominican Republic,Guatemala,1,1,CONCACAF Nations League B,Dominican Republic,False,Draw
2022-06-10,United States,Grenada,5,0,CONCACAF Nations League A,United States,False,Home Win
2022-06-10,Tunisia,Chile,2,0,Friendly tournament,Japan,True,Home Win
2022-06-10,South Korea,Paraguay,2,2,Friendly,South Korea,False,Draw
2022-06-10,Japan,Ghana,4,1,Friendly tournament,Japan,False,Home Win
2022-06-10,Bahamas,Nicaragua,0,2,CONCACAF Nations League B,Bahamas,False,Away Win
2022-06-11,Montserrat,Bermuda,3,2,CONCACAF Nations League B,Dominican Republic,True,Home Win
2022-06-11,Sint Maarten,Turks and Caicos Islands,8,2,CONCACAF Nations League C,Curaçao,True,Home Win
2022-06-11,US Virgin Islands,Bonaire,0,2,CONCACAF Nations League C,US Virgin Islands,False,Away Win
2022-06-11,Ireland,Scotland,3,0,European Nations League B,Ireland,False,Home Win
2022-06-11,England,Italy,0,0,European Nations League A,England,False,Draw
2022-06-11,Wales,Belgium,1,1,European Nations League A,Wales,False,Draw
2022-06-11,Luxembourg,Turkey,0,2,European Nations League C,Luxembourg,False,Away Win
2022-06-11,Netherlands,Poland,2,2,European Nations League A,Netherlands,False,Draw
2022-06-11,Romania,Finland,1,0,European Nations League B,Romania,False,Home Win
2022-06-11,Faroe Islands,Lithuania,2,1,European Nations League C,Faroe Islands,False,Home Win
2022-06-11,Montenegro,Bosnia and Herzegovina,1,1,European Nations League B,Montenegro,False,Draw
2022-06-11,Ukraine,Armenia,3,0,European Nations League B,Poland,True,Home Win
2022-06-11,Hungary,Germany,1,1,European Nations League A,Hungary,False,Draw
2022-06-11,Uruguay,Panama,5,0,Friendly,Uruguay,False,Home Win
2022-06-11,Jordan,Indonesia,1,0,Asian Cup qualifier,Kuwait,True,Home Win
2022-06-11,Mexico,Suriname,3,0,CONCACAF Nations League A,Mexico,False,Home Win
2022-06-11,Ecuador,Cape Verde,1,0,Friendly,United States,True,Home Win
2022-06-11,Uzbekistan,Maldives,4,0,Asian Cup qualifier,Uzbekistan,False,Home Win
2022-06-11,Turkmenistan,Bangladesh,2,1,Asian Cup qualifier,Malaysia,True,Home Win
2022-06-11,Palestine,Yemen,5,0,Asian Cup qualifier,Mongolia,True,Home Win
2022-06-11,Kuwait,Nepal,4,1,Asian Cup qualifier,Kuwait,False,Home Win
2022-06-11,Malaysia,Bahrain,1,2,Asian Cup qualifier,Malaysia,False,Away Win
2022-06-11,Tajikistan,Singapore,1,0,Asian Cup qualifier,Kyrgyzstan,True,Home Win
2022-06-11,Hong Kong,Cambodia,3,0,Asian Cup qualifier,India,True,Home Win
2022-06-11,Thailand,Sri Lanka,2,0,Asian Cup qualifier,Uzbekistan,True,Home Win
2022-06-11,Kyrgyzstan,Myanmar,2,0,Asian Cup qualifier,Kyrgyzstan,False,Home Win
2022-06-11,India,Afghanistan,2,1,Asian Cup qualifier,India,False,Home Win
2022-06-11,Mongolia,Philippines,0,1,Asian Cup qualifier,Mongolia,False,Away Win
2022-06-11,Guyana,Haiti,2,6,CONCACAF Nations League B,Guyana,False,Away Win
2022-06-12,North Macedonia,Gibraltar,4,0,European Nations League C,North Macedonia,False,Home Win
2022-06-12,Georgia,Bulgaria,0,0,European Nations League C,Georgia,False,Draw
2022-06-12,Norway,Sweden,3,2,European Nations League B,Norway,False,Home Win
2022-06-12,Slovenia,Serbia,2,2,European Nations League B,Slovenia,False,Draw
2022-06-12,Malta,San Marino,1,0,European Nations League D,Malta,False,Home Win
2022-06-12,Greece,Kosovo,2,0,European Nations League C,Greece,False,Home Win
2022-06-12,Switzerland,Portugal,1,0,European Nations League A,Switzerland,False,Home Win
2022-06-12,Spain,Czechia,2,0,European Nations League A,Spain,False,Home Win
2022-06-12,Puerto Rico,British Virgin Islands,6,0,CONCACAF Nations League C,Puerto Rico,False,Home Win
2022-06-12,Algeria,Iran,2,1,Friendly,Qatar,True,Home Win
2022-06-12,Guadeloupe,Barbados,2,1,CONCACAF Nations League B,Guadeloupe,False,Home Win
2022-06-12,Martinique,Panama,0,0,CONCACAF Nations League A,Martinique,False,Draw
2022-06-12,Northern Ireland,Cyprus,2,2,European Nations League C,Northern Ireland,False,Draw
2022-06-12,Saint Lucia,Anguilla,2,0,CONCACAF Nations League C,Saint Lucia,False,Home Win
2022-06-12,Saint Kitts and Nevis,Saint Martin,1,1,CONCACAF Nations League C,Saint Kitts and Nevis,False,Draw
2022-06-12,Cuba,Antigua and Barbuda,3,1,CONCACAF Nations League B,Cuba,False,Home Win
2022-06-13,Iceland,Israel,2,2,European Nations League B,Iceland,False,Draw
2022-06-13,Azerbaijan,Belarus,2,0,European Nations League C,Azerbaijan,False,Home Win
2022-06-13,Albania,Estonia,0,0,Friendly,Albania,False,Draw
2022-06-13,France,Croatia,0,1,European Nations League A,France,False,Away Win
2022-06-13,Denmark,Austria,2,0,European Nations League A,Denmark,False,Home Win
2022-06-13,Nicaragua,Bahamas,4,0,CONCACAF Nations League B,Nicaragua,False,Home Win
2022-06-13,Kazakhstan,Slovakia,2,1,European Nations League C,Kazakhstan,False,Home Win
2022-06-13,Guatemala,Dominican Republic,2,0,CONCACAF Nations League B,Guatemala,False,Home Win
2022-06-13,Honduras,Canada,2,1,CONCACAF Nations League A,Honduras,False,Home Win
2022-06-13,Morocco,Liberia,2,0,African Nations Cup qualifier,Morocco,False,Home Win
2022-06-13,Nigeria,São Tomé and Príncipe,10,0,African Nations Cup qualifier,Morocco,True,Home Win
2022-06-13,Guinea-Bissau,Sierra Leone,2,2,African Nations Cup qualifier,Guinea,True,Draw
2022-06-13,Australia,Peru,0,0,World Cup qualifier,Qatar,True,Draw
2022-06-13,Trinidad and Tobago,St Vincent & Grenadines,4,1,CONCACAF Nations League B,Trinidad and Tobago,False,Home Win
2022-06-14,French Guiana,Belize,1,0,CONCACAF Nations League B,French Guiana,False,Home Win
2022-06-14,Turks and Caicos Islands,Sint Maarten,2,0,CONCACAF Nations League C,Turks and Caicos Islands,False,Home Win
2022-06-14,Bonaire,US Virgin Islands,2,0,CONCACAF Nations League C,Curaçao,True,Home Win
2022-06-14,Armenia,Scotland,1,4,European Nations League B,Armenia,False,Away Win
2022-06-14,England,Hungary,0,4,European Nations League A,England,False,Away Win
2022-06-14,Netherlands,Wales,3,2,European Nations League A,Netherlands,False,Home Win
2022-06-14,Poland,Belgium,0,1,European Nations League A,Poland,False,Away Win
2022-06-14,Romania,Montenegro,0,3,European Nations League B,Romania,False,Away Win
2022-06-14,Bosnia and Herzegovina,Finland,3,2,European Nations League B,Bosnia and Herzegovina,False,Home Win
2022-06-14,Luxembourg,Faroe Islands,2,2,European Nations League C,Luxembourg,False,Draw
2022-06-14,Liechtenstein,Latvia,0,2,European Nations League D,Liechtenstein,False,Away Win
2022-06-14,Turkey,Lithuania,2,0,European Nations League C,Turkey,False,Home Win
2022-06-14,Ireland,Ukraine,1,1,European Nations League B,Poland,True,Draw
2022-06-14,Moldova,Andorra,2,1,European Nations League D,Moldova,False,Home Win
2022-06-14,Haiti,Guyana,6,0,CONCACAF Nations League B,Dominican Republic,True,Home Win
2022-06-14,Germany,Italy,5,2,European Nations League A,Germany,False,Home Win
2022-06-14,Jamaica,Mexico,1,1,CONCACAF Nations League A,Jamaica,False,Draw
2022-06-14,Bahrain,Turkmenistan,1,0,Asian Cup qualifier,Malaysia,True,Home Win
2022-06-14,El Salvador,United States,1,1,CONCACAF Nations League A,El Salvador,False,Draw
2022-06-14,Japan,Tunisia,0,3,Friendly tournament,Japan,False,Away Win
2022-06-14,Palestine,Philippines,4,0,Asian Cup qualifier,Mongolia,True,Home Win
2022-06-14,Indonesia,Nepal,7,0,Asian Cup qualifier,Kuwait,True,Home Win
2022-06-14,Costa Rica,New Zealand,1,0,World Cup qualifier,Qatar,True,Home Win
2022-06-14,Afghanistan,Cambodia,2,2,Asian Cup qualifier,India,True,Draw
2022-06-14,Mongolia,Yemen,2,0,Asian Cup qualifier,Mongolia,False,Home Win
2022-06-14,South Korea,Egypt,4,1,Friendly,South Korea,False,Home Win
2022-06-14,India,Hong Kong,4,0,Asian Cup qualifier,India,False,Home Win
2022-06-14,Maldives,Sri Lanka,1,0,Asian Cup qualifier,Uzbekistan,True,Home Win
2022-06-14,Malaysia,Bangladesh,4,1,Asian Cup qualifier,Malaysia,False,Home Win
2022-06-14,Uzbekistan,Thailand,2,0,Asian Cup qualifier,Uzbekistan,False,Home Win
2022-06-14,Kyrgyzstan,Tajikistan,0,0,Asian Cup qualifier,Kyrgyzstan,False,Draw
2022-06-14,Kuwait,Jordan,0,3,Asian Cup qualifier,Kuwait,False,Away Win
2022-06-14,Singapore,Myanmar,6,2,Asian Cup qualifier,Kyrgyzstan,True,Home Win
2022-06-14,Chile,Ghana,0,0,Friendly tournament,Japan,True,Draw
2022-07-05,Angola,Comoros,3,1,COSAFA Cup,South Africa,True,Home Win
2022-07-05,Botswana,Seychelles,1,0,COSAFA Cup,South Africa,True,Home Win
2022-07-06,Eswatini,Mauritius,3,0,COSAFA Cup,South Africa,True,Home Win
2022-07-06,Lesotho,Malawi,2,1,COSAFA Cup,South Africa,True,Home Win
2022-07-07,Botswana,Comoros,1,0,COSAFA Cup,South Africa,True,Home Win
2022-07-07,Angola,Seychelles,3,0,COSAFA Cup,South Africa,True,Home Win
2022-07-08,Lesotho,Mauritius,2,1,COSAFA Cup,South Africa,True,Home Win
2022-07-08,Eswatini,Malawi,1,1,COSAFA Cup,South Africa,True,Draw
2022-07-10,Comoros,Seychelles,2,1,COSAFA Cup,South Africa,True,Home Win
2022-07-10,Botswana,Angola,1,0,COSAFA Cup,South Africa,True,Home Win
2022-07-10,Eswatini,Lesotho,2,0,COSAFA Cup,South Africa,True,Home Win
2022-07-10,Malawi,Mauritius,2,0,COSAFA Cup,South Africa,True,Home Win
2022-07-12,Botswana,Zambia,1,1,COSAFA Cup,South Africa,True,Draw
2022-07-12,Namibia,Madagascar,2,0,COSAFA Cup,South Africa,True,Home Win
2022-07-13,South Africa,Mozambique,0,0,COSAFA Cup,South Africa,False,Draw
2022-07-13,Eswatini,Senegal,1,1,COSAFA Cup,South Africa,True,Draw
2022-07-15,South Africa,Madagascar,2,1,COSAFA Cup,South Africa,False,Home Win
2022-07-15,Zambia,Senegal,4,3,COSAFA Cup,South Africa,True,Home Win
2022-07-15,Botswana,Eswatini,2,0,COSAFA Cup,South Africa,True,Home Win
2022-07-15,Namibia,Mozambique,1,0,COSAFA Cup,South Africa,True,Home Win
2022-07-16,Philippines,East Timor,4,1,Friendly,Indonesia,True,Home Win
2022-07-17,Zambia,Namibia,1,0,COSAFA Cup,South Africa,True,Home Win
2022-07-17,Mozambique,Senegal,1,1,COSAFA Cup,South Africa,True,Draw
2022-07-17,South Africa,Botswana,2,1,COSAFA Cup,South Africa,False,Home Win
2022-07-18,Mauritius,Seychelles,2,0,Friendly,Mauritius,False,Home Win
2022-07-19,Japan,Hong Kong,6,0,East Asian Championship,Japan,False,Home Win
2022-07-20,South Korea,China,3,0,East Asian Championship,Japan,True,Home Win
2022-07-24,Japan,China,0,0,East Asian Championship,Japan,False,Draw
2022-07-24,South Korea,Hong Kong,3,0,East Asian Championship,Japan,True,Home Win
2022-07-27,Japan,South Korea,3,0,East Asian Championship,Japan,False,Home Win
2022-07-27,China,Hong Kong,1,0,East Asian Championship,Japan,True,Home Win
2022-08-26,Jamaica,Qatar,1,1,Friendly tournament,Austria,True,Draw
2022-08-31,Paraguay,Mexico,1,0,Friendly,United States,True,Home Win
2022-09-17,Fiji,New Caledonia,1,0,Melanesian Cup,Vanuatu,True,Home Win
2022-09-21,San Marino,Seychelles,0,0,Friendly,San Marino,False,Draw
2022-09-21,Scotland,Ukraine,3,0,European Nations League B,Scotland,False,Home Win
2022-09-21,Morocco,Madagascar,1,0,Friendly,Morocco,False,Home Win
2022-09-21,Solomon Islands,New Caledonia,1,0,Melanesian Cup,Vanuatu,True,Home Win
2022-09-21,Brunei,Maldives,0,3,Friendly tournament,Brunei,False,Away Win
2022-09-21,Hong Kong,Myanmar,2,0,Friendly,Hong Kong,False,Home Win
2022-09-21,Vietnam,Singapore,4,0,Friendly tournament,Vietnam,False,Home Win
2022-09-21,Libya,Uganda,0,0,Friendly tournament,Libya,False,Draw
2022-09-22,Liechtenstein,Andorra,0,2,European Nations League D,Liechtenstein,False,Away Win
2022-09-22,Slovakia,Azerbaijan,1,2,European Nations League C,Slovakia,False,Away Win
2022-09-22,Kazakhstan,Belarus,2,1,European Nations League C,Kazakhstan,False,Home Win
2022-09-22,Lithuania,Faroe Islands,1,1,European Nations League C,Lithuania,False,Draw
2022-09-22,Croatia,Denmark,2,1,European Nations League A,Croatia,False,Home Win
2022-09-22,Turkey,Luxembourg,3,3,European Nations League C,Turkey,False,Draw
2022-09-22,Poland,Netherlands,0,2,European Nations League A,Poland,False,Away Win
2022-09-22,France,Austria,2,0,European Nations League A,France,False,Home Win
2022-09-22,Latvia,Moldova,1,2,European Nations League D,Latvia,False,Away Win
2022-09-22,Iceland,Venezuela,1,0,Friendly,Austria,True,Home Win
2022-09-22,Suriname,Nicaragua,2,1,Friendly,Netherlands,True,Home Win
2022-09-22,Tunisia,Comoros,1,0,Friendly,France,True,Home Win
2022-09-22,Tajikistan,Trinidad and Tobago,2,1,King's Cup,Thailand,True,Home Win
2022-09-22,Cambodia,Bangladesh,0,1,Friendly,Cambodia,False,Away Win
2022-09-22,Thailand,Malaysia,1,1,King's Cup,Thailand,False,Draw
2022-09-22,Australia,New Zealand,1,0,Friendly,Australia,False,Home Win
2022-09-22,Belgium,Wales,2,1,European Nations League A,Belgium,False,Home Win
2022-09-23,Algeria,Guinea,1,0,Friendly,Algeria,False,Home Win
2022-09-23,Equatorial Guinea,Rwanda,0,0,Friendly,Morocco,True,Draw
2022-09-23,Argentina,Honduras,3,0,Friendly,United States,True,Home Win
2022-09-23,Italy,England,1,0,European Nations League A,Italy,False,Home Win
